Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
25/02/2026,15:25:25,LOC1,CÍRCULO,CÍR1,D,22.5,22.56,0.06,1.0,-1.0,C2026.055.csv
26/02/2026,16:26:46,LOC1,CÍRCULO,CÍR1,D,22.5,22.54,0.04,1.0,-1.0,C2026.056.csv
27/02/2026,17:27:17,LOC1,CÍRCULO,CÍR1,D,22.5,22.25,-0.25,1.0,-1.0,C2026.057.csv
28/02/2026,18:21:08,LOC1,CÍRCULO,CÍR1,D,22.5,22.4,-0.1,1.0,-1.0,C2026.058.csv
29/02/2026,19:29:29,LOC1,CÍRCULO,CÍR1,D,22.5,22.72,0.22,1.0,-1.0,C2026.059.csv
30/02/2026,15:43:48,LOC1,CÍRCULO,CÍR1,D,22.5,22.9,0.4,1.0,-1.0,C2026.060.csv
01/03/2026,15:13:43,LOC1,CÍRCULO,CÍR1,D,22.5,22.31,-0.19,1.0,-1.0,C2026.061.csv
02/03/2026,15:22:42,LOC1,CÍRCULO,CÍR1,D,22.5,22.57,0.07,1.0,-1.0,C2026.062.csv
03/03/2026,15:19:29,LOC1,CÍRCULO,CÍR1,D,22.5,22.38,-0.12,1.0,-1.0,C2026.063.csv
04/03/2026,15:14:44,LOC1,CÍRCULO,CÍR1,D,22.5,22.58,0.08,1.0,-1.0,C2026.064.csv
05/03/2026,15:35:55,LOC1,CÍRCULO,CÍR1,D,22.5,22.3,-0.2,1.0,-1.0,C2026.065.csv
06/03/2026,16:16:56,LOC1,CÍRCULO,CÍR1,D,22.5,22.42,-0.08,1.0,-1.0,C2026.066.csv
07/03/2026,17:17:47,LOC1,CÍRCULO,CÍR1,D,22.5,22.21,-0.29,1.0,-1.0,C2026.067.csv
08/03/2026,18:58:48,LOC1,CÍRCULO,CÍR1,D,22.5,22.45,-0.05,1.0,-1.0,C2026.068.csv
09/03/2026,19:29:49,LOC1,CÍRCULO,CÍR1,D,22.5,22.24,-0.26,1.0,-1.0,C2026.069.csv
10/03/2026,19:50:40,LOC1,CÍRCULO,CÍR1,D,22.5,22.55,0.05,1.0,-1.0,C2026.070.csv
11/03/2026,19:58:48,LOC1,CÍRCULO,CÍR1,D,22.5,22.25,-0.25,1.0,-1.0,C2026.071.csv
12/03/2026,19:22:22,LOC1,CÍRCULO,CÍR1,D,22.5,22.36,-0.14,1.0,-1.0,C2026.072.csv
13/03/2026,19:53:33,LOC1,CÍRCULO,CÍR1,D,22.5,22.25,-0.25,1.0,-1.0,C2026.073.csv
14/03/2026,18:44:12,LOC1,CÍRCULO,CÍR1,D,22.5,22.34,-0.16,1.0,-1.0,C2026.074.csv
15/03/2026,15:55:25,LOC1,CÍRCULO,CÍR1,D,22.5,22.67,0.17,1.0,-1.0,C2026.075.csv
16/03/2026,16:56:36,LOC1,CÍRCULO,CÍR1,D,22.5,22.65,0.15,1.0,-1.0,C2026.076.csv
17/03/2026,17:17:07,LOC1,CÍRCULO,CÍR1,D,22.5,22.5,0.0,1.0,-1.0,C2026.077.csv
18/03/2026,18:58:18,LOC1,CÍRCULO,CÍR1,D,22.5,22.41,-0.09,1.0,-1.0,C2026.078.csv
19/03/2026,19:39:49,LOC1,CÍRCULO,CÍR1,D,22.5,22.39,-0.11,1.0,-1.0,C2026.079.csv
20/03/2026,15:41:31,LOC1,CÍRCULO,CÍR1,D,22.5,22.48,-0.02,1.0,-1.0,C2026.080.csv
21/03/2026,16:14:36,LOC1,CÍRCULO,CÍR1,D,22.5,22.5,0.0,1.0,-1.0,C2026.081.csv
22/03/2026,16:46:36,LOC1,CÍRCULO,CÍR1,D,22.5,22.86,0.36,1.0,-1.0,C2026.082.csv
23/03/2026,15:43:33,LOC1,CÍRCULO,CÍR1,D,22.5,22.6,0.1,1.0,-1.0,C2026.083.csv
24/03/2026,15:44:14,LOC1,CÍRCULO,CÍR1,D,22.5,22.6,0.1,1.0,-1.0,C2026.084.csv
25/03/2026,15:55:55,LOC1,CÍRCULO,CÍR1,D,22.5,22.66,0.16,1.0,-1.0,C2026.085.csv
26/03/2026,16:46:36,LOC1,CÍRCULO,CÍR1,D,22.5,22.79,0.29,1.0,-1.0,C2026.086.csv
27/03/2026,17:47:27,LOC1,CÍRCULO,CÍR1,D,22.5,22.61,0.11,1.0,-1.0,C2026.087.csv
28/03/2026,18:28:18,LOC1,CÍRCULO,CÍR1,D,22.5,22.81,0.31,1.0,-1.0,C2026.088.csv
29/03/2026,19:29:59,LOC1,CÍRCULO,CÍR1,D,22.5,22.66,0.16,1.0,-1.0,C2026.089.csv
30/03/2026,15:46:49,LOC1,CÍRCULO,CÍR1,D,22.5,22.37,-0.13,1.0,-1.0,C2026.090.csv
01/04/2026,16:31:08,LOC1,CÍRCULO,CÍR1,D,22.5,22.65,0.15,1.0,-1.0,C2026.091.csv
02/04/2026,15:11:09,LOC1,CÍRCULO,CÍR1,D,22.5,22.75,0.25,1.0,-1.0,C2026.092.csv
03/04/2026,16:38:01,LOC1,CÍRCULO,CÍR1,D,22.5,21.92,-0.58,1.0,-1.0,C2026.093.csv
04/04/2026,18:38:09,LOC1,CÍRCULO,CÍR1,D,22.5,22.0,-0.5,1.0,-1.0,C2026.094.csv
05/04/2026,16:34:04,LOC1,CÍRCULO,CÍR1,D,22.5,22.45,-0.05,1.0,-1.0,C2026.095.csv
06/04/2026,16:36:06,LOC1,CÍRCULO,CÍR1,D,22.5,22.51,0.01,1.0,-1.0,C2026.096.csv
07/04/2026,17:27:47,LOC1,CÍRCULO,CÍR1,D,22.5,22.58,0.08,1.0,-1.0,C2026.097.csv
08/04/2026,18:38:03,LOC1,CÍRCULO,CÍR1,D,22.5,22.46,-0.04,1.0,-1.0,C2026.098.csv
09/04/2026,19:59:38,LOC1,CÍRCULO,CÍR1,D,22.5,22.76,0.26,1.0,-1.0,C2026.099.csv
10/04/2026,19:31:15,LOC1,CÍRCULO,CÍR1,D,22.5,22.56,0.06,1.0,-1.0,C2026.100.csv
11/04/2026,18:24:19,LOC1,CÍRCULO,CÍR1,D,22.5,22.48,-0.02,1.0,-1.0,C2026.101.csv
12/04/2026,12:01:15,LOC1,CÍRCULO,CÍR1,D,22.5,22.38,-0.12,1.0,-1.0,C2026.102.csv
13/04/2026,13:33:13,LOC1,CÍRCULO,CÍR1,D,22.5,22.28,-0.22,1.0,-1.0,C2026.103.csv
14/04/2026,14:41:45,LOC1,CÍRCULO,CÍR1,D,22.5,22.72,0.22,1.0,-1.0,C2026.104.csv
15/04/2026,15:52:51,LOC1,CÍRCULO,CÍR1,D,22.5,22.96,0.46,1.0,-1.0,C2026.105.csv
16/04/2026,16:36:16,LOC1,CÍRCULO,CÍR1,D,22.5,22.53,0.03,1.0,-1.0,C2026.106.csv
17/04/2026,17:07:47,LOC1,CÍRCULO,CÍR1,D,22.5,22.52,0.02,1.0,-1.0,C2026.107.csv
18/04/2026,18:38:18,LOC1,CÍRCULO,CÍR1,D,22.5,22.61,0.11,1.0,-1.0,C2026.108.csv
19/04/2026,19:30:19,LOC1,CÍRCULO,CÍR1,D,22.5,22.62,0.12,1.0,-1.0,C2026.109.csv
20/04/2026,20:22:12,LOC1,CÍRCULO,CÍR1,D,22.5,22.6,0.1,1.0,-1.0,C2026.110.csv
21/04/2026,21:12:11,LOC1,CÍRCULO,CÍR1,D,22.5,22.54,0.04,1.0,-1.0,C2026.111.csv
22/04/2026,22:32:13,LOC1,CÍRCULO,CÍR1,D,22.5,22.56,0.06,1.0,-1.0,C2026.112.csv
23/04/2026,23:22:12,LOC1,CÍRCULO,CÍR1,D,22.5,22.36,-0.14,1.0,-1.0,C2026.113.csv
24/04/2026,20:29:19,LOC1,CÍRCULO,CÍR1,D,22.5,22.46,-0.04,1.0,-1.0,C2026.114.csv
25/04/2026,15:26:16,LOC1,CÍRCULO,CÍR1,D,22.5,22.71,0.21,1.0,-1.0,C2026.115.csv
26/04/2026,19:53:38,LOC1,CÍRCULO,CÍR1,D,22.5,22.84,0.34,1.0,-1.0,C2026.116.csv
27/04/2026,16:26:44,LOC1,CÍRCULO,CÍR1,D,22.5,22.52,0.02,1.0,-1.0,C2026.117.csv
28/04/2026,18:28:03,LOC1,CÍRCULO,CÍR1,D,22.5,22.88,0.38,1.0,-1.0,C2026.118.csv
29/04/2026,17:21:57,LOC1,CÍRCULO,CÍR1,D,22.5,22.68,0.18,1.0,-1.0,C2026.119.csv
30/04/2026,20:36:16,LOC1,CÍRCULO,CÍR1,D,22.5,22.54,0.04,1.0,-1.0,C2026.120.csv
02/05/2026,16:31:11,LOC1,CÍRCULO,CÍR1,D,22.5,22.76,0.26,1.0,-1.0,C2026.121.csv
03/05/2026,18:13:10,LOC1,CÍRCULO,CÍR1,D,22.5,22.65,0.15,1.0,-1.0,C2026.122.csv
05/05/2026,15:43:34,LOC1,CÍRCULO,CÍR1,D,22.5,22.51,0.01,1.0,-1.0,C2026.123.csv
07/05/2026,20:31:14,LOC1,CÍRCULO,CÍR1,D,22.5,22.77,0.27,1.0,-1.0,C2026.124.csv
09/05/2026,16:58:51,LOC1,CÍRCULO,CÍR1,D,22.5,22.43,-0.07,1.0,-1.0,C2026.125.csv
